ror,vendor_org_id,n,row_number
https://ror.org/02ge27m07,Japan Society for the Promotion of Science,1,1
https://ror.org/02gfc7t72,Consejo Superior de Investigaciones Cientificas (CSIC),3339,1
https://ror.org/02gfys938,University of Manitoba,3672,1
https://ror.org/02ggzyd20,Centre National de la Recherche Scientifique (CNRS),11,1
https://ror.org/02gh4kt33,Istituto Nazionale Astrofisica (INAF),185,1
https://ror.org/02ght4n58,Centre National de la Recherche Scientifique (CNRS),31,1
https://ror.org/02gj19t78,University of Toronto,3,1
https://ror.org/02gkh1e90,Commonwealth Scientific & Industrial Research Organisation (CSIRO),6,1
https://ror.org/02gm5zw39,RWTH Aachen University,606,1
https://ror.org/02gn50d10,Universite Paris Cite,149,1
https://ror.org/02gp92p70,University of Eastern Piedmont Amedeo Avogadro,91,1
https://ror.org/02grkyz14,Western University (University of Western Ontario),6006,1
https://ror.org/02gs2e959,Royal North Shore Hospital,1131,1
https://ror.org/02gwsx029,Jinan University,3,1
https://ror.org/02gwt2810,INRAE,35,1
https://ror.org/02gy6qp39,Allegheny General Hospital,13,1
https://ror.org/02gyps716,University of Evora,670,1
https://ror.org/02h0g9r59,Universite de Franche-Comte,43,1
https://ror.org/02h12bg79,Fraunhofer Gesellschaft,26,1
https://ror.org/02h1e8605,Erzincan Binali Yildirim University,193,1
https://ror.org/02h1nk258,Max Planck Society,69,1
https://ror.org/02h2x0161,GEOMAR Helmholtz Center for Ocean Research Kiel,598,1
https://ror.org/02h3bfj85,Kepler University Hospital,151,1
https://ror.org/02h67vt10,University of Liverpool,68,1
https://ror.org/02h7vfp25,Consejo Superior de Investigaciones Cientificas (CSIC),240,1
https://ror.org/02h7vzs32,Korea Development Institute (KDI),1,1
https://ror.org/02h8ckc21,University of Silesia in Katowice,1,1
https://ror.org/02ha38c24,Yeshiva University,1,1
https://ror.org/02hb07017,University of Cagliari,1,1
https://ror.org/02hb7bm88,Natural Resources Institute Finland (Luke),746,1
https://ror.org/02hbzmb19,Universite de Toulouse,14,1
https://ror.org/02hcvme33,Leipzig University,6,1
https://ror.org/02hdf6119,Consiglio Nazionale delle Ricerche (CNR),224,1
https://ror.org/02hdnbe80,Universidad Nacional de Colombia,4,1
https://ror.org/02hdt9m26,Swiss Federal Institutes of Technology Domain,13,1
https://ror.org/02hdxnq28,Deutsche Schiffahrtsmuseum - Leibniz-Institut fur deutsche Schifffahrtsgeschichte,2,1
https://ror.org/02he5dz58,Centre National de la Recherche Scientifique (CNRS),2,1
https://ror.org/02hhwwz98,Tsinghua Shenzhen International Graduate School,783,1
https://ror.org/02hm5m482,Bundeswehr University Munich,3,1
https://ror.org/02hmy9x20,Isparta University of Applied Sciences,120,1
https://ror.org/02hnp4676,Istituto Nazionale Astrofisica (INAF),16,1
https://ror.org/02hpa6m94,University of Basque Country,176,1
https://ror.org/02hpadn98,University of Bielefeld,1748,1
https://ror.org/02hqqna27,University of Bristol,11,1
https://ror.org/02hstj355,Manchester Metropolitan University,1979,1
https://ror.org/02hvt5f17,Tampere University,643,1
https://ror.org/02hwbev49,Austrian Academy of Sciences,14,1
https://ror.org/02hwgty18,Universites de Strasbourg Etablissements Associes,41,1
https://ror.org/02j0gyf89,"Wuhan Botanical Garden, CAS",25,1
https://ror.org/02j0n6s98,Eberhard Karls University of Tubingen,2,1
https://ror.org/02j15s898,Georgia Institute of Technology,112,1
https://ror.org/02j1m6098,National University of Singapore,23,1
https://ror.org/02j3zn476,McMaster University,3,1
https://ror.org/02j43z323,Institute of Security Technology - Moratex,1,1
https://ror.org/02j46qs45,Masaryk University Brno,1734,1
https://ror.org/02j4j8p35,Centre National de la Recherche Scientifique (CNRS),36,1
https://ror.org/02j61yw88,Aristotle University of Thessaloniki,2422,1
https://ror.org/02j6c0d67,Kanagawa University,64,1
https://ror.org/02j6gm739,Max Planck Society,305,1
https://ror.org/02j7n9748,Royal Preston Hospital,32,1
https://ror.org/02j8k6t75,Isik University,31,1
https://ror.org/02j8r0p47,University of Aberdeen,4,1
https://ror.org/02j8vpa07,Hungarian Academy of Sciences,23,1
https://ror.org/02j98rq95,Ministry of Education & Science of Ukraine,1,1
https://ror.org/02ja0m249,Northwestern University,54,1
https://ror.org/02jbv0t02,United States Department of Energy (DOE),2010,1
https://ror.org/02jet3w32,University of Munich,1968,1
https://ror.org/02jgyam08,Max Planck Society,172,1
https://ror.org/02jhqqg57,Leibniz Institut fur Analytische Wissenschaften (ISAS),102,1
https://ror.org/02jj4jf83,Centre National de la Recherche Scientifique (CNRS),2,1
https://ror.org/02jj93564,Pontifical University of Salamanca,9,1
https://ror.org/02jjvb954,Goethe University Frankfurt,12,1
https://ror.org/02jk5qe80,Aalborg University,752,1
https://ror.org/02jkg8m11,Sorbonne Universite,49,1
https://ror.org/02jkmyk67,Chinese Academy of Sciences,37,1
https://ror.org/02jqtg033,Institute for Energy Technology (IFE),145,1
https://ror.org/02jr6tp70,University of Naples Federico II,914,1
https://ror.org/02jrgcx64,Universite Nouvelle Caledonie,26,1
https://ror.org/02js38076,Ruprecht Karls University Heidelberg,15,1
https://ror.org/02jsxd428,Universidad Distrital Francisco Jose de Caldas,62,1
https://ror.org/02jthx987,Aix-Marseille Universite,32,1
https://ror.org/02jtk7k02,Technical University Liberec,156,1
https://ror.org/02jv9pf54,London School Economics & Political Science,1,1
https://ror.org/02jvh3a15,Diakonhjemmet Hospital,54,1
https://ror.org/02jx3x895,University of London,27367,1
https://ror.org/02jz4aj89,Maastricht University,6438,1
https://ror.org/02jzt6t86,Polish Academy of Sciences,36,1
https://ror.org/02jzt8c33,Children's Hospital Research Institute of Manitoba,12,1
https://ror.org/02k1zhm92,Istituto Nazionale di Fisica Nucleare (INFN),32,1
https://ror.org/02k3cxs74,St. Vincent's Institute of Medical Research,79,1
https://ror.org/02k3v9512,National Veterinary Institute - National Research Institute,95,1
https://ror.org/02k40bc56,Indiana University System,959,1
https://ror.org/02k4b9v70,Trinity College Dublin,1,1
https://ror.org/02k5gp281,Harokopio University Athens,163,1
https://ror.org/02k5kx966,Universidad Politecnica de Cartagena,609,1
https://ror.org/02k7ex914,Polish Academy of Sciences,4,1
https://ror.org/02k7v4d05,University of Bern,6778,1
https://ror.org/02k7wn190,University of Parma,2615,1
https://ror.org/02k8cbn47,GSI Helmholtz-Center for Heavy Ion Research,355,1
https://ror.org/02k8f5n40,Universite Paris-Est-Creteil-Val-de-Marne (UPEC),12,1
https://ror.org/02k9jrs03,University of Bern,56,1
https://ror.org/02kbmgc12,AgroParisTech,293,1
https://ror.org/02kcpr174,University of Oxford,97,1
https://ror.org/02kfzvh91,Fraunhofer Gesellschaft,501,1
https://ror.org/02khfkr46,Institute of Electronic Materials Technology,28,1
https://ror.org/02kj91m96,Heart Center Leipzig GMBH,44,1
https://ror.org/02kjgsq44,National Institute of Oncology Hungary,52,1
https://ror.org/02kkvpp62,Technical University of Munich,10113,1
https://ror.org/02kkwkt79,University of Applied Sciences & Arts Western Switzerland,12,1
https://ror.org/02kn6nx58,Keio University,1199,1
https://ror.org/02kpeqv85,Kyoto University,2539,1
https://ror.org/02kq26x23,Hellenic Open University,76,1
https://ror.org/02kqnpp86,Universita della Campania Vanvitelli,2325,1
https://ror.org/02kqy4228,University of Munich,95,1
https://ror.org/02krdtz55,Universite Paris Cite,45,1
https://ror.org/02ks0br87,Silesian University of Technology,12,1
https://ror.org/02ks53214,Max Planck Society,256,1
https://ror.org/02ks8qq67,Hungarian Academy of Sciences,1212,1
https://ror.org/02kstzn75,Polish Academy of Sciences,16,1
https://ror.org/02kswma64,Universita degli Studi di Bari Aldo Moro,1,1
https://ror.org/02kswqa67,Marmara University,811,1
https://ror.org/02kvxyf05,Inria,87,1
https://ror.org/02kw5st29,Ifo Institut,2,1
https://ror.org/02kx1hs47,Istituto Nazionale Astrofisica (INAF),22,1
https://ror.org/02kzqn938,Universite de Lille,1914,1
https://ror.org/02m0hy518,Universite Paris Saclay,3,1
https://ror.org/02m11x738,University of Freiburg,14,1
https://ror.org/02m19wv39,Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET),34,1
https://ror.org/02m44ak47,Consejo Superior de Investigaciones Cientificas (CSIC),2,1
https://ror.org/02m4p8096,Western Norway University of Applied Sciences,4,1
https://ror.org/02m5dy175,Centre National de la Recherche Scientifique (CNRS),4,1
https://ror.org/02m62qy71,Orebro University,166,1
https://ror.org/02m6k0m40,Maastricht University,21,1
https://ror.org/02m7p2c22,Beijing Normal University,1,1
https://ror.org/02m9cs548,Universite de Picardie Jules Verne (UPJV),90,1
https://ror.org/02m9kbe37,Universite de Toulon,110,1
https://ror.org/02mavc002,Max Planck Society,119,1
https://ror.org/02mb95055,University of London,1220,1
https://ror.org/02mbd5571,University of Bergamo,576,1
https://ror.org/02mdbnd10,Wageningen University & Research,9,1
https://ror.org/02mdnkg28,Universite de Lille,23,1
https://ror.org/02me5cy06,Aix-Marseille Universite,40,1
https://ror.org/02mg6n827,CEA,393,1
https://ror.org/02mgw3155,Universite Claude Bernard Lyon 1,188,1
https://ror.org/02mh9a093,Assistance Publique Hopitaux Paris (APHP),1069,1
https://ror.org/02mhbdp94,Universidad de los Andes (Colombia),810,1
https://ror.org/02mkbvg40,Universite de Toulouse,76,1
https://ror.org/02mks6v46,DePauw University,1,1
https://ror.org/02mkz3e80,University of Erlangen Nuremberg,2,1
https://ror.org/02mph9k76,Sorbonne Universite,11,1
https://ror.org/02mpq6x41,University of Illinois System,1360,1
https://ror.org/02mqrrm75,University of Quebec,215,1
https://ror.org/02mqtne57,Universite Paris Cite,356,1
https://ror.org/02msan859,European University Viadrina Frankfurt Oder,65,1
https://ror.org/02msb5n36,Universidad Nacional de Educacion a Distancia (UNED),791,1
https://ror.org/02mtr7g38,Bandirma Onyedi Eylul University,114,1
https://ror.org/02mtt1z51,University of Bristol,64,1
https://ror.org/02my7ff12,Istituto Nazionale Astrofisica (INAF),28,1
https://ror.org/02mzn7s88,University of South Wales,375,1
https://ror.org/02n0bts35,Medical University of Graz,1764,1
https://ror.org/02n1hzn07,Middle Tennessee State University,22,1
https://ror.org/02n2bgz18,Consiglio Nazionale delle Ricerche (CNR),30,1
https://ror.org/02n2fzt79,Boston College,20,1
https://ror.org/02n2h9t24,Universite de Bordeaux,68,1
https://ror.org/02n2yp822,Foundation for Research & Technology - Hellas (FORTH),10,1
https://ror.org/02n399288,Avignon Universite,13,1
https://ror.org/02n415q13,Curtin University,5864,1
https://ror.org/02n5r1g44,Forschungsinstitut fur Nutztierbiologie (FBN),122,1
https://ror.org/02n742c10,University of Trieste,1911,1
https://ror.org/02n94hw85,University of Mannheim,5,1
https://ror.org/02n9d1732,University of Twente,242,1
https://ror.org/02na8dn90,University of Duisburg Essen,867,1
https://ror.org/02nbgxg43,Istituto Italiano di Tecnologia - IIT,40,1
https://ror.org/02ndfsn03,University of Presov,1,1
https://ror.org/02ndk3y82,University of Texas Southwestern Medical Center Dallas,3,1
https://ror.org/02ndr3r66,Universite Paris Saclay,2,1
https://ror.org/02nfcgd30,University of Illinois System,8,1
https://ror.org/02nh10f55,NorthShore University Health System,6,1
https://ror.org/02nh4wx40,Waclaw Dabrowski Institute of Biotechnology of Agricultural & Food,27,1
https://ror.org/02nhqek82,University of Basel,194,1
https://ror.org/02njbw696,Universidad de Cordoba,3,1
https://ror.org/02njgxr09,German Center for Infection Research,1,1
https://ror.org/02njpkz73,University of Hull,39,1
https://ror.org/02nkd6y23,Polish Academy of Sciences,3,1
https://ror.org/02nkdxk79,Virginia Commonwealth University,1262,1
https://ror.org/02nkf1q06,University of Essex,2016,1
https://ror.org/02nkxrq89,University of Jyvaskyla,2,1
https://ror.org/02nnpw434,Centre National de la Recherche Scientifique (CNRS),19,1
https://ror.org/02nqy7n35,Universite Paris-Est-Creteil-Val-de-Marne (UPEC),42,1
https://ror.org/02nr1jd69,Escola Superior de Hotelaria e Turismo do Estoril (ESHTE),3,1
https://ror.org/02nrqs528,Deutscher Wetterdienst,42,1
https://ror.org/02nthwg11,Universite de Bordeaux,12,1
https://ror.org/02nv7yv05,Helmholtz Association,2998,1
https://ror.org/02nwg5t34,University of West England,1230,1
https://ror.org/02nwvxz07,Ecole des Ponts ParisTech,217,1
https://ror.org/02nxezb95,Universite Paris Saclay,13,1
https://ror.org/02nzb0q40,"Ecole Nationale Veterinaire, Agroalimentaire et de l'Alimentation Nantes-Atlantique",8,1
https://ror.org/02nzxcb82,Istituto Italiano di Tecnologia - IIT,31,1
https://ror.org/02p0gd045,Complutense University of Madrid,4529,1
https://ror.org/02p1jz666,Czech Academy of Sciences,85,1
https://ror.org/02p3et738,Universite Paris Cite,13,1
https://ror.org/02p5hsv84,Hochschule Coburg,9,1
https://ror.org/02p5xjf12,University of Texas Rio Grande Valley,18,1
https://ror.org/02p6pjw94,University of Sherbrooke,1,1
https://ror.org/02p77k626,University of Rome Tor Vergata,2612,1
https://ror.org/02p9cyn66,Landcare Research - New Zealand,88,1
https://ror.org/02p9ey581,Universita della Campania Vanvitelli,16,1
https://ror.org/02pammg90,Cedars Sinai Medical Center,1773,1
https://ror.org/02panr271,Max Planck Society,136,1
https://ror.org/02pc6pc55,Okayama University,1340,1
https://ror.org/02pe2kf23,Max Planck Society,38,1
https://ror.org/02pfge856,Consejo Superior de Investigaciones Cientificas (CSIC),38,1
https://ror.org/02phevt59,Fraunhofer Gesellschaft,6,1
https://ror.org/02pk13h45,St George Hospital,355,1
https://ror.org/02pk7c879,Universidade do Porto,402,1
https://ror.org/02pkrn365,University of London,15,1
https://ror.org/02pkvpx84,Universite de Montreal,113,1
https://ror.org/02pnhcc10,University of Freiburg,2,1
https://ror.org/02pnhwp93,Hungarian Academy of Sciences,68,1
https://ror.org/02pnm9721,University of Granada,44,1
https://ror.org/02pp7px91,Max Planck Society,345,1
https://ror.org/02ppy9c89,University of Nottingham,81,1
https://ror.org/02ppyfa04,CHU Lille,1025,1
https://ror.org/02pq29p90,Istituto Nazionale di Fisica Nucleare (INFN),125,1
https://ror.org/02pr0xw82,Universite de Orleans,5,1
https://ror.org/02prqh017,Tel Aviv University,2,1
https://ror.org/02pse8162,RWI - Leibniz Institut fur Wirtschaftsforschung,118,1
https://ror.org/02psykc67,St. Marien Hospital,22,1
https://ror.org/02pttbw34,Baylor College of Medicine,73,1
https://ror.org/02pwnhd33,UNICANCER,50,1
https://ror.org/02pzyz439,CIRAD,49,1
https://ror.org/02q2d2610,University of Brescia,1163,1
https://ror.org/02q3a7088,Polish Academy of Sciences,78,1
https://ror.org/02q3bak66,Buckinghamshire New University,21,1
https://ror.org/02q49af68,University of Aberdeen,176,1
https://ror.org/02q4res37,Universite de Lille,201,1
https://ror.org/02q7f3j18,Institut National de la Sante et de la Recherche Medicale (Inserm),10,1
https://ror.org/02qa1x782,Fisheries & Oceans Canada,84,1
https://ror.org/02qb5a654,Rutgers New Brunswick,2,1
https://ror.org/02qchbs48,University Medical Center Hamburg-Eppendorf,7,1
https://ror.org/02qcqwf93,University of Erlangen Nuremberg,22,1
https://ror.org/02qdc9985,Philipps University Marburg,3,1
https://ror.org/02qeh6420,Consejo Superior de Investigaciones Cientificas (CSIC),7,1
https://ror.org/02qg15b79,Okinawa Institute of Science & Technology Graduate University,134,1
https://ror.org/02qhp8q93,Gazi University,5,1
https://ror.org/02qnsw591,Zentrum fur Europaische Wirtschaftsforschung (ZEW),174,1
https://ror.org/02qnx8e75,Consiglio Nazionale delle Ricerche (CNR),119,1
https://ror.org/02qp25a50,Brandon University,100,1
https://ror.org/02qprbz18,Centre National de la Recherche Scientifique (CNRS),7,1
https://ror.org/02qqh1125,Sorbonne Universite,242,1
https://ror.org/02qqy8j09,Consejo Superior de Investigaciones Cientificas (CSIC),456,1
https://ror.org/02qs84g94,University of Piraeus,201,1
https://ror.org/02qskvh78,University System of Maryland,183,1
https://ror.org/02qt1p572,CHU Lyon,152,1
https://ror.org/02qte9q33,Universitetet i Stavanger,1403,1
https://ror.org/02qtvee93,Carleton University,2104,1
https://ror.org/02qwy8e97,Consiglio Nazionale delle Ricerche (CNR),41,1
https://ror.org/02qz3vm75,University of Cologne,2,1
https://ror.org/02r084d93,Institut National de la Sante et de la Recherche Medicale (Inserm),1,1
https://ror.org/02r0e4r58,RWTH Aachen University,209,1
https://ror.org/02r25sw81,CHU Rennes,144,1
https://ror.org/02r2q1d96,Heinrich Pette Institute,28,1
https://ror.org/02r625m11,Ruprecht Karls University Heidelberg,4,1
https://ror.org/02r724415,Technische Universitat Dresden,1,1
https://ror.org/02r8sh830,Witten Herdecke University,15,1
https://ror.org/02r946p38,Kagoshima City Hospital,16,1
https://ror.org/02rb21j89,Indian Institute of Science Education & Research (IISER) - Bhopal,6,1
https://ror.org/02rbfnr22,Max Planck Society,34,1
https://ror.org/02rc97e94,University of Calabria,1900,1
https://ror.org/02re32a17,Johannes Gutenberg University of Mainz,36,1
https://ror.org/02rgjy857,Dalhousie University,1,1
https://ror.org/02rgtxm82,Universitat Politecnica de Valencia,63,1
https://ror.org/02rh4fw73,Mayo Clinic,13,1
https://ror.org/02rjj7s91,University of Maribor,114,1
https://ror.org/02rktxt32,Royal Children's Hospital Melbourne,1433,1
https://ror.org/02rnep118,University of London,3,1
https://ror.org/02rqsa469,Nuertingen-Geislingen University (NGU),27,1
https://ror.org/02rqvrp93,Meiji University,114,1
https://ror.org/02rtsfd15,Freiburg University of Education,71,1
https://ror.org/02rv1bf67,Universite Paris Cite,2,1
https://ror.org/02rv3w387,Universidade Aberta,58,1
https://ror.org/02rx3b187,Communaute Universite Grenoble Alpes,2286,1
https://ror.org/02rxc7m23,University of Navarra,1116,1
https://ror.org/02rxjts25,Free University of Berlin,1,1
https://ror.org/02ry60714,University of Minnesota Twin Cities,43,1
https://ror.org/02ryfmr77,Universite des Antilles,21,1
https://ror.org/02rz58g17,Chinese Academy of Sciences,63,1
https://ror.org/02rzw6h69,Friedrich Schiller University of Jena,186,1
https://ror.org/02rzxrg25,IRCCS Ospedale San Camillo,2,1
https://ror.org/02s08xt61,UHI Millennium Institute,199,1
https://ror.org/02s1hvj37,Indiana University System,13,1
https://ror.org/02s376052,Swiss Federal Institutes of Technology Domain,6335,1
https://ror.org/02s466x84,Arcada University of Applied Sciences,14,1
https://ror.org/02s4dhq46,Universidad Central del Ecuador,1,1
https://ror.org/02s4dmd79,Centre National de la Recherche Scientifique (CNRS),10,1
https://ror.org/02s4gkg68,Adiyaman University,213,1
https://ror.org/02s56xp85,Universite Paris-Est-Creteil-Val-de-Marne (UPEC),161,1
https://ror.org/02s6gs133,Chinese Academy of Sciences,3,1
https://ror.org/02s6h0431,Ospedale Circolo & Fondazione Macchi,83,1
https://ror.org/02s6k3f65,University of Basel,5012,1
https://ror.org/02s6m8n84,Universite PSL,59,1
https://ror.org/02s7et124,University of Siena,104,1
https://ror.org/02s7fqp87,Jagiellonian University,1,1
https://ror.org/02s82rs08,Konya Technical University,212,1
https://ror.org/02s83b296,University of Nottingham Ningbo China,1,1
https://ror.org/02s8k0k61,Istituto Nazionale di Fisica Nucleare (INFN),23,1
https://ror.org/02s8x5a25,Suleyman Demirel University,8,1
https://ror.org/02sat5y74,Czech Academy of Sciences,301,1
https://ror.org/02sbnnp08,Alanya Alaaddin Keykubat University,76,1
https://ror.org/02sc3r913,Griffith University,6737,1
https://ror.org/02se0t636,Leibniz Institut fur Photonische Technologien,84,1
https://ror.org/02setav13,University of Naples Federico II,5,1
https://ror.org/02sj9tq04,Maritime University of Szczecin,41,1
https://ror.org/02skbsp27,Leibniz Institut fur Pflanzengenetik und Kulturpflanzenforschung,135,1
https://ror.org/02smq5q54,University of Birmingham,73,1
https://ror.org/02snf5j61,Rutgers System,5,1
https://ror.org/02snf8m58,Nantes Universite,91,1
https://ror.org/02snwfx66,Loughborough University,1,1
https://ror.org/02sqgkj21,Universidad de La Sabana,169,1
https://ror.org/02srtzw86,CHU de Toulouse,1,1
https://ror.org/02sshz518,Western Illinois University,22,1
https://ror.org/02stey378,The University of Notre Dame Australia,692,1
https://ror.org/02stf8w13,Institut National des Sciences Appliquees de Lyon - INSA Lyon,17,1
https://ror.org/02svzjn28,Walter Sisulu University,49,1
https://ror.org/02sxjwh33,INRAE,1,1
https://ror.org/02sy3xj90,Leipzig University,75,1
https://ror.org/02syg0q74,Hirosaki University,268,1
https://ror.org/02syy7986,Norwegian Water Resources & Energy Directorate,12,1
https://ror.org/02sz71d65,Creighton University,5,1
https://ror.org/02szmmq82,Akita University,14,1
https://ror.org/02t1cke57,Universites de Strasbourg Etablissements Associes,20,1
https://ror.org/02t1zz428,Hopital Universitaire Hotel-Dieu - APHP,1,1
https://ror.org/02t26g637,Leibniz Institut fur okologische Raumentwicklung,81,1
https://ror.org/02t274463,University of California System,3259,1
https://ror.org/02t4ekc95,Medical University Lodz,723,1
https://ror.org/02t54e151,Universidad ICESI,121,1
https://ror.org/02t9b8973,Centria University of Applied Sciences,3,1
https://ror.org/02tbr6331,Fraunhofer Gesellschaft,144,1
https://ror.org/02tcf7a68,CHU Clermont Ferrand,284,1
https://ror.org/02tf48g55,University of Crete,8,1
https://ror.org/02tj04e91,NSW Health,325,1
https://ror.org/02tn0tm63,Centre National de la Recherche Scientifique (CNRS),107,1
https://ror.org/02tp7mm44,Universite PSL,26,1
https://ror.org/02tsqtg57,University of Edinburgh,289,1
https://ror.org/02ttb5s67,Istituto Nazionale Astrofisica (INAF),5,1
https://ror.org/02tv1yf50,Czech Academy of Sciences,167,1
https://ror.org/02tv7db43,Balikesir University,202,1
https://ror.org/02txwfx92,Istituto Nazionale Astrofisica (INAF),15,1
https://ror.org/02tyer376,Leibniz Institut fur Deutsche Sammlung von Mikroorganismen und Zellkulturen (DSMZ),40,1
https://ror.org/02tyrky19,Trinity College Dublin,5296,1
https://ror.org/02tzt0b78,Universidad de Leon,615,1
https://ror.org/02v1rsx93,Nofima,308,1
https://ror.org/02v2jyq75,Universite Paris Cite,26,1
https://ror.org/02v2svk17,Centre National de la Recherche Scientifique (CNRS),47,1
https://ror.org/02v3fc375,University of Auckland,5,1
https://ror.org/02v3kkq53,Istanbul Ticaret University,41,1
https://ror.org/02v3sdn51,University of Glasgow,208,1
https://ror.org/02v5bgz72,Assistance Publique Hopitaux Paris (APHP),55,1
https://ror.org/02v6kpv12,Universite de Toulouse,1705,1
https://ror.org/02v6zg374,Consejo Superior de Investigaciones Cientificas (CSIC),475,1
https://ror.org/02v89pq06,Istituto Nazionale di Fisica Nucleare (INFN),68,1
https://ror.org/02v9bqx10,Baskent University,357,1
https://ror.org/02vck8g64,Japan Atomic Energy Agency,11,1
https://ror.org/02vcqg248,Queensland University of Technology (QUT),52,1
https://ror.org/02veq1j93,Ulm University,4,1
https://ror.org/02vfz9j23,Norwegian Defence University College,18,1
https://ror.org/02vh8a032,Ihsan Dogramaci Bilkent University,640,1
https://ror.org/02vjkv261,Institut National de la Sante et de la Recherche Medicale (Inserm),9791,1
https://ror.org/02vm5rt34,Vanderbilt University,1177,1
https://ror.org/02vmnye06,Vrije Universiteit Brussel,8,1
https://ror.org/02vncvd63,Medical University of Warsaw,1,1
https://ror.org/02vnf0c38,Universite de Lorraine,23,1
https://ror.org/02vnq7240,Universite Clermont Auvergne (UCA),150,1
https://ror.org/02vqh3346,James Cook University Hospital,211,1
https://ror.org/02vscf791,Gdynia Maritime University,69,1
https://ror.org/02vtd2q19,Universidad de Cordoba,178,1
https://ror.org/02vv5y108,Istituto Nazionale di Fisica Nucleare (INFN),108,1
https://ror.org/02vvvm705,Jade University of Applied Sciences,35,1
https://ror.org/02vwnat91,London South Bank University,536,1
https://ror.org/02vxcq142,National Research Foundation - South Africa,4,1
https://ror.org/02vznxv75,Consejo Superior de Investigaciones Cientificas (CSIC),121,1
https://ror.org/02w0smy45,University of Kiel,24,1
https://ror.org/02w0trx84,Montana State University Bozeman,549,1
https://ror.org/02w2y2t16,Leuphana University Luneburg,732,1
https://ror.org/02w42ss30,Budapest University of Technology & Economics,2078,1
https://ror.org/02w4f2z17,Silesian University Opava,40,1
https://ror.org/02w5mvk98,Universite de Toulouse,72,1
https://ror.org/02w6m7e50,Universitats Herzzentrum Freiburg,52,1
https://ror.org/02w6v9q55,The Maria Grzegorzewska University,41,1
https://ror.org/02w7mbm90,Polish Academy of Sciences,215,1
https://ror.org/02w7rbf39,University of Bergen,9,1
https://ror.org/02w7x5c08,Royal Surrey County Hospital,192,1
https://ror.org/02w8awt17,Universite de Lille,61,1
https://ror.org/02wbgfm85,Warsaw University of Technology,2,1
https://ror.org/02wc0kq10,University of Groningen,2,1
https://ror.org/02wcpmn42,Artvin Coruh University,107,1
https://ror.org/02wcqs336,Hebrew University of Jerusalem,5,1
https://ror.org/02wfhk785,International Institute for Applied Systems Analysis (IIASA),392,1
https://ror.org/02wfk0r79,University of Duisburg Essen,20,1
https://ror.org/02wg15j65,Hungarian Academy of Sciences,2,1
https://ror.org/02wh02235,Universidad Politecnica de Madrid,63,1
https://ror.org/02wmc6m46,Ecole Normale Superieure de Lyon (ENS de LYON),6,1
https://ror.org/02wn5qz54,University of St Andrews,3648,1
https://ror.org/02wndzd81,Ruhr University Bochum,129,1
https://ror.org/02wrme198,Communaute Universite Grenoble Alpes,120,1
https://ror.org/02ws1xc11,Universitat Jaume I,1463,1
https://ror.org/02wt6e634,Leibniz Institut fur Landerkunde (IFL),30,1
https://ror.org/02wtcj248,University of Queensland,2,1
https://ror.org/02wvb2a30,Norwegian University of Life Sciences,2,1
https://ror.org/02wwzvj46,Universite de Tours,499,1
https://ror.org/02wxs2325,University of Sevilla,1,1
https://ror.org/02wxw4x45,Consiglio Nazionale delle Ricerche (CNR),69,1
https://ror.org/02wxx3e24,Brandenburg University of Technology Cottbus,619,1
https://ror.org/02wy3s959,Universite Paris Saclay,99,1
https://ror.org/02wycgj20,Universite de Toulouse,33,1
https://ror.org/02wzg8t73,Centre National de la Recherche Scientifique (CNRS),1,1
https://ror.org/02x1q2477,Max Planck Society,117,1
https://ror.org/02x2xf445,Polish Academy of Sciences,87,1
https://ror.org/02x3e4q36,Vilnius Gediminas Technical University,10,1
https://ror.org/02x42kc45,University of Cambridge,5,1
https://ror.org/02x581406,CHU Bordeaux,294,1
https://ror.org/02x681a42,Swiss Federal Institutes of Technology Domain,1844,1
https://ror.org/02x6rcb77,Maxima Medical Center,274,1
https://ror.org/02x73b849,University of Electro-Communications - Japan,81,1
https://ror.org/02x80b031,Leeds Beckett University,2,1
https://ror.org/02x8svs93,Near East University,296,1
https://ror.org/02xankh89,Universidade Nova de Lisboa,2733,1
https://ror.org/02xav4q54,Universidad de Extremadura,14,1
https://ror.org/02xbk5j62,University of Arizona,1,1
https://ror.org/02xdzy536,University of Mannheim,3,1
https://ror.org/02xerpt86,University of Manitoba,187,1
https://ror.org/02xesw687,University of Manchester,6,1
https://ror.org/02xf66n48,University of Debrecen,1444,1
https://ror.org/02xh23b55,Universite de Toulouse,120,1
https://ror.org/02xh9x144,University of Prince Edward Island,264,1
https://ror.org/02xhgtj20,Hopital Universitaire Marin de Hendaye - APHP,1,1
https://ror.org/02xhnzg94,Manhattan College,1,1
https://ror.org/02xhrye98,University of Barcelona,1,1
https://ror.org/02xhx4j26,University of Tasmania,110,1
https://ror.org/02xkx3e48,University of Hong Kong,224,1
https://ror.org/02xmm1048,Leiden University - Excl LUMC,1,1
https://ror.org/02xnnng09,Sorbonne Universite,80,1
https://ror.org/02xrw9r68,University of Quebec,488,1
https://ror.org/02xsh5r57,Leeds Beckett University,902,1
https://ror.org/02xss3674,Krankenhaus Nordwest,6,1
https://ror.org/02xtwpk10,University Externado Colombia,20,1
https://ror.org/02xvrx776,Polish Academy of Sciences,209,1
https://ror.org/02xww4e18,Hungarian Academy of Sciences,29,1
